code;municipal;zone;section;name;census;abstentions;v_cast;v_invalid;v_valid;v_white
201;PAMPLONA / IRU헤;5;12;B;429.0;177;252.0;1;251;4
201;PAMPLONA / IRU헤;6;1;A;537.0;255;282.0;1;281;8
201;PAMPLONA / IRU헤;6;1;B;586.0;259;327.0;4;323;12
201;PAMPLONA / IRU헤;6;2;A;610.0;298;312.0;4;308;6
201;PAMPLONA / IRU헤;6;2;B;669.0;336;333.0;1;332;11
201;PAMPLONA / IRU헤;6;2;C;512.0;253;259.0;8;251;4
201;PAMPLONA / IRU헤;6;3;A;575.0;219;356.0;1;355;5
201;PAMPLONA / IRU헤;6;3;B;537.0;231;306.0;2;304;3
201;PAMPLONA / IRU헤;6;4;A;478.0;188;290.0;2;288;3
201;PAMPLONA / IRU헤;6;4;B;513.0;226;287.0;3;284;2
201;PAMPLONA / IRU헤;6;5;A;639.0;267;372.0;1;371;7
201;PAMPLONA / IRU헤;6;5;B;682.0;304;378.0;2;376;10
201;PAMPLONA / IRU헤;6;6;A;401.0;168;233.0;0;233;3
201;PAMPLONA / IRU헤;6;6;B;387.0;176;211.0;0;211;2
201;PAMPLONA / IRU헤;6;7;A;482.0;174;308.0;3;305;4
201;PAMPLONA / IRU헤;6;7;B;547.0;210;337.0;2;335;2
201;PAMPLONA / IRU헤;6;7;C;542.0;219;323.0;2;321;8
201;PAMPLONA / IRU헤;6;9;A;456.0;158;298.0;2;296;4
201;PAMPLONA / IRU헤;6;9;B;459.0;163;296.0;4;292;4
201;PAMPLONA / IRU헤;6;10;A;696.0;275;421.0;1;420;7
201;PAMPLONA / IRU헤;6;10;B;617.0;216;401.0;0;401;5
201;PAMPLONA / IRU헤;6;11;A;434.0;182;252.0;0;252;1
201;PAMPLONA / IRU헤;6;11;B;427.0;165;262.0;1;261;7
201;PAMPLONA / IRU헤;6;12;A;728.0;289;439.0;1;438;16
201;PAMPLONA / IRU헤;6;12;B;775.0;301;474.0;3;471;17
201;PAMPLONA / IRU헤;6;13;A;617.0;272;345.0;3;342;6
201;PAMPLONA / IRU헤;6;13;B;615.0;268;347.0;0;347;6
201;PAMPLONA / IRU헤;6;14;A;478.0;165;313.0;6;307;7
201;PAMPLONA / IRU헤;6;14;B;512.0;194;318.0;3;315;8
201;PAMPLONA / IRU헤;6;15;A;746.0;292;454.0;1;453;11
201;PAMPLONA / IRU헤;6;15;B;728.0;283;445.0;4;441;21
201;PAMPLONA / IRU헤;7;1;A;634.0;283;351.0;7;344;4
201;PAMPLONA / IRU헤;7;1;B;674.0;295;379.0;3;376;5
201;PAMPLONA / IRU헤;7;2;A;650.0;324;326.0;2;324;6
201;PAMPLONA / IRU헤;7;2;B;565.0;259;306.0;5;301;4
201;PAMPLONA / IRU헤;7;3;A;768.0;337;431.0;8;423;5
201;PAMPLONA / IRU헤;7;3;B;760.0;333;427.0;1;426;10
201;PAMPLONA / IRU헤;7;4;A;587.0;290;297.0;2;295;8
201;PAMPLONA / IRU헤;7;4;B;617.0;299;318.0;0;318;5
201;PAMPLONA / IRU헤;7;5;A;452.0;185;267.0;1;266;6
201;PAMPLONA / IRU헤;7;5;B;509.0;219;290.0;2;288;7
201;PAMPLONA / IRU헤;7;6;A;639.0;282;357.0;8;349;5
201;PAMPLONA / IRU헤;7;6;B;703.0;324;379.0;3;376;5
201;PAMPLONA / IRU헤;7;7;B;645.0;311;334.0;4;330;4
201;PAMPLONA / IRU헤;7;7;C;546.0;268;278.0;3;275;4
201;PAMPLONA / IRU헤;7;7;A;563.0;289;274.0;5;269;6
201;PAMPLONA / IRU헤;7;8;B;645.0;285;360.0;1;359;4
201;PAMPLONA / IRU헤;7;8;A;661.0;326;335.0;5;330;4
201;PAMPLONA / IRU헤;7;9;A;581.0;341;240.0;1;239;2
201;PAMPLONA / IRU헤;7;9;B;585.0;335;250.0;0;250;5
201;PAMPLONA / IRU헤;7;10;A;396.0;197;199.0;2;197;5
201;PAMPLONA / IRU헤;7;10;B;435.0;229;206.0;3;203;2
201;PAMPLONA / IRU헤;7;11;C;539.0;237;302.0;4;298;11
201;PAMPLONA / IRU헤;7;11;A;486.0;230;256.0;0;256;8
201;PAMPLONA / IRU헤;7;11;B;632.0;293;339.0;4;335;11
201;PAMPLONA / IRU헤;7;12;A;545.0;211;334.0;5;329;10
201;PAMPLONA / IRU헤;7;12;B;626.0;274;352.0;1;351;13
201;PAMPLONA / IRU헤;7;13;A;539.0;230;309.0;0;309;6
201;PAMPLONA / IRU헤;7;13;B;558.0;242;316.0;2;314;7
201;PAMPLONA / IRU헤;7;14;A;755.0;341;414.0;4;410;8
201;PAMPLONA / IRU헤;7;14;B;752.0;348;404.0;2;402;4
201;PAMPLONA / IRU헤;7;15;A;548.0;214;334.0;4;330;4
201;PAMPLONA / IRU헤;7;15;B;566.0;208;358.0;2;356;9
201;PAMPLONA / IRU헤;7;16;A;507.0;223;284.0;2;282;10
201;PAMPLONA / IRU헤;7;16;B;519.0;220;299.0;1;298;2
201;PAMPLONA / IRU헤;7;17;U;747.0;318;429.0;5;424;18
201;PAMPLONA / IRU헤;7;18;A;629.0;264;365.0;1;364;8
201;PAMPLONA / IRU헤;7;18;B;636.0;283;353.0;3;350;11
201;PAMPLONA / IRU헤;7;19;A;582.0;239;343.0;2;341;2
201;PAMPLONA / IRU헤;7;19;B;677.0;310;367.0;2;365;4
201;PAMPLONA / IRU헤;8;1;A;494.0;215;279.0;2;277;10
201;PAMPLONA / IRU헤;8;1;B;557.0;227;330.0;3;327;4
201;PAMPLONA / IRU헤;8;2;A;522.0;199;323.0;0;323;11
201;PAMPLONA / IRU헤;8;2;B;608.0;201;407.0;2;405;18
201;PAMPLONA / IRU헤;8;2;C;551.0;232;319.0;4;315;3
201;PAMPLONA / IRU梨;8;3;A;547.0;216;331.0;2;329;10
201;PAMPLONA / IRU헤;8;3;B;585.0;222;363.0;0;363;3
201;PAMPLONA / IRU헤;8;3;C;558.0;219;339.0;1;338;12
201;PAMPLONA / IRU헤;8;4;A;514.0;202;312.0;2;310;4
201;PAMPLONA / IRU헤;8;4;B;485.0;176;309.0;1;308;8
201;PAMPLONA / IRU헤;8;5;A;429.0;164;265.0;1;264;6
201;PAMPLONA / IRU헤;8;5;B;462.0;201;261.0;2;259;5
202;PERALTA;1;1;A;513.0;136;377.0;3;374;6
202;PERALTA;1;1;B;540.0;133;407.0;8;399;7
202;PERALTA;1;2;A;754.0;167;587.0;6;581;13
202;PERALTA;1;2;B;599.0;141;458.0;0;458;13
202;PERALTA;2;1;A;730.0;162;568.0;3;565;18
202;PERALTA;2;1;B;720.0;164;556.0;4;552;21
203;PETILLA DE ARAGON;1;1;U;44.0;18;26.0;0;26;1
204;PIEDRAMILLERA;1;1;U;71.0;17;54.0;0;54;1
205;PITILLAS;1;1;U;511.0;123;388.0;3;385;11
206;PUENTE LA REINA / GARES;1;1;A;621.0;125;496.0;3;493;8
206;PUENTE LA REINA / GARES;1;1;B;677.0;139;538.0;4;534;14
206;PUENTE LA REINA / GARES;1;1;C;567.0;110;457.0;2;455;12
207;PUEYO;1;1;U;292.0;82;210.0;1;209;8
208;RIBAFORADA;1;1;A;360.0;73;287.0;2;285;2
208;RIBAFORADA;1;1;B;477.0;74;403.0;9;394;5
208;RIBAFORADA;2;1;A;563.0;115;448.0;6;442;6
208;RIBAFORADA;2;1;B;594.0;99;495.0;9;486;6
208;RIBAFORADA;2;1;C;587.0;83;504.0;7;497;5
209;ROMANZADO;1;1;U;144.0;46;98.0;0;98;0
210;RONCAL;1;1;U;311.0;49;262.0;1;261;18
211;ORREAGA / RONCESVALLES;1;1;U;27.0;4;23.0;0;23;0
212;SADA;1;1;U;226.0;98;128.0;1;127;1
213;SALDIAS;1;1;U;124.0;29;95.0;1;94;3
214;SALINAS DE ORO;1;1;U;94.0;33;61.0;1;60;1
215;SAN ADRIAN;1;1;A;595.0;175;420.0;5;415;14
215;SAN ADRIAN;1;1;B;525.0;127;398.0;0;398;13
215;SAN ADRIAN;1;2;A;639.0;175;464.0;0;464;8
215;SAN ADRIAN;1;2;B;574.0;574;0.0;0;0;0
215;SAN ADRIAN;2;1;A;661.0;192;469.0;1;468;15
215;SAN ADRIAN;2;1;B;651.0;166;485.0;1;484;11
215;SAN ADRIAN;2;2;U;746.0;185;561.0;8;553;9
216;SANG㏊SA / ZANGOZA;1;1;A;694.0;214;480.0;0;480;8
216;SANG㏊SA / ZANGOZA;1;1;B;748.0;204;544.0;4;540;17
216;SANG㏊SA / ZANGOZA;2;1;A;430.0;100;330.0;2;328;6
216;SANG㏊SA / ZANGOZA;2;1;B;439.0;104;335.0;1;334;4
216;SANG㏊SA / ZANGOZA;2;2;A;768.0;220;548.0;3;545;13
216;SANG㏊SA / ZANGOZA;2;2;B;796.0;257;539.0;2;537;9
217;SAN MARTIN DE UNX;1;1;U;460.0;153;307.0;4;303;10
219;SANSOL;1;1;U;118.0;38;80.0;0;80;2
220;SANTACARA;1;1;A;429.0;125;304.0;7;297;16
220;SANTACARA;1;1;B;464.0;133;331.0;7;324;7
221;DONEZTEBE / SANTESTEBAN;1;1;A;514.0;85;429.0;3;426;4
221;DONEZTEBE / SANTESTEBAN;1;1;B;521.0;115;406.0;6;400;7
222;SARRIES;1;1;U;74.0;24;50.0;0;50;2
223;SARTAGUDA;1;1;A;459.0;96;363.0;4;359;9
223;SARTAGUDA;1;1;B;725.0;138;587.0;1;586;20
224;SESMA;1;1;A;631.0;134;497.0;4;493;5
224;SESMA;1;1;B;587.0;127;460.0;2;458;14
225;SORLADA;1;1;U;47.0;15;32.0;0;32;1
226;SUNBILLA;1;1;U;572.0;144;428.0;11;417;7
227;TAFALLA;1;1;A;407.0;89;318.0;3;315;7
227;TAFALLA;1;1;B;409.0;102;307.0;1;306;4
227;TAFALLA;1;2;A;647.0;174;473.0;3;470;6
227;TAFALLA;1;2;B;768.0;175;593.0;7;586;13
227;TAFALLA;1;3;A;502.0;136;366.0;2;364;6
227;TAFALLA;1;3;B;599.0;168;431.0;5;426;6
227;TAFALLA;1;3;C;563.0;170;393.0;2;391;16
227;TAFALLA;2;1;A;628.0;203;425.0;1;424;16
227;TAFALLA;2;1;B;700.0;195;505.0;2;503;8
227;TAFALLA;2;1;C;601.0;147;454.0;2;452;9
227;TAFALLA;2;2;A;728.0;213;515.0;1;514;12
227;TAFALLA;2;2;B;725.0;226;499.0;3;496;12
227;TAFALLA;2;3;A;642.0;239;403.0;5;398;7
227;TAFALLA;2;3;B;605.0;217;388.0;2;386;4
228;TIEBAS-MURUARTE DE RETA;1;1;U;496.0;182;314.0;7;307;16
229;TIRAPU;1;1;U;60.0;13;47.0;0;47;1
230;TORRALBA DEL RIO;1;1;U;147.0;28;119.0;2;117;4
231;TORRES DEL RIO;1;1;U;179.0;54;125.0;2;123;4
232;TUDELA;1;1;A;591.0;229;362.0;4;358;8
232;TUDELA;1;1;B;508.0;173;335.0;2;333;13
232;TUDELA;1;2;A;510.0;168;342.0;9;333;18
232;TUDELA;1;2;B;483.0;131;352.0;6;346;14
232;TUDELA;1;3;U;504.0;169;335.0;4;331;5
232;TUDELA;2;1;A;861.0;295;566.0;14;552;15
232;TUDELA;2;1;B;959.0;341;618.0;11;607;15
232;TUDELA;2;2;A;553.0;176;377.0;2;375;9
232;TUDELA;2;2;B;552.0;189;363.0;1;362;8
232;TUDELA;2;3;A;525.0;167;358.0;5;353;15
232;TUDELA;2;3;B;627.0;192;435.0;9;426;17
232;TUDELA;2;4;U;924.0;311;613.0;1;612;23
232;TUDELA;2;5;U;647.0;202;445.0;3;442;9
232;TUDELA;3;1;A;711.0;248;463.0;6;457;7
232;TUDELA;3;1;B;729.0;226;503.0;6;497;10
232;TUDELA;3;2;A;827.0;253;574.0;9;565;24
232;TUDELA;3;2;B;710.0;203;507.0;8;499;19
232;TUDELA;3;3;A;610.0;187;423.0;6;417;21
232;TUDELA;3;3;B;687.0;243;444.0;7;437;9
232;TUDELA;3;4;A;562.0;203;359.0;3;356;5
232;TUDELA;3;4;B;697.0;217;480.0;4;476;10
232;TUDELA;3;4;C;566.0;183;383.0;1;382;11
232;TUDELA;3;5;A;610.0;237;373.0;4;369;7
232;TUDELA;3;5;B;716.0;229;487.0;4;483;23
232;TUDELA;3;6;U;832.0;283;549.0;13;536;15
232;TUDELA;4;1;U;785.0;244;541.0;1;540;11
232;TUDELA;4;2;B;576.0;179;397.0;6;391;12
232;TUDELA;4;2;C;512.0;147;365.0;2;363;5
232;TUDELA;4;2;A;520.0;177;343.0;5;338;2
232;TUDELA;4;3;A;483.0;155;328.0;4;324;8
232;TUDELA;4;3;B;573.0;180;393.0;3;390;8
232;TUDELA;4;3;C;542.0;147;395.0;8;387;11
232;TUDELA;4;4;A;617.0;216;401.0;2;399;16
232;TUDELA;4;4;B;682.0;239;443.0;10;433;12
232;TUDELA;4;5;U;958.0;330;628.0;6;622;18
233;TULEBRAS;1;1;U;96.0;16;80.0;0;80;2
234;UCAR;1;1;U;107.0;37;70.0;0;70;0
235;UJUE;1;1;U;231.0;83;148.0;1;147;4
236;ULTZAMA;1;1;A;690.0;249;441.0;4;437;15
236;ULTZAMA;1;1;B;642.0;226;416.0;0;416;22
237;UNCITI;1;1;U;205.0;62;143.0;0;143;3
238;UNZUE;1;1;U;125.0;28;97.0;0;97;2
239;URDAZUBI / URDAX;1;1;U;343.0;167;176.0;1;175;5
240;URDIAIN;1;1;U;578.0;255;323.0;2;321;1
241;URRAUL ALTO;1;1;U;152.0;54;98.0;2;96;3
242;URRAUL BAJO;1;1;U;259.0;102;157.0;0;157;7
243;URROZ;1;1;U;295.0;112;183.0;0;183;8
244;URROTZ;1;1;U;173.0;65;108.0;0;108;3
245;URZAINQUI;1;1;U;102.0;22;80.0;0;80;6
246;UTERGA;1;1;U;128.0;44;84.0;0;84;2
247;UZTARROZ / UZTARROZE;1;1;U;263.0;84;179.0;0;179;7
248;LUZAIDE / VALCARLOS;1;1;U;400.0;65;335.0;3;332;13
249;VALTIERRA;1;1;A;615.0;132;483.0;6;477;1
249;VALTIERRA;1;1;B;540.0;98;442.0;7;435;6
249;VALTIERRA;2;1;B;453.0;102;351.0;0;351;10
249;VALTIERRA;2;1;A;467.0;91;376.0;1;375;7
250;BERA / VERA DE BIDASOA;1;1;A;467.0;131;336.0;0;336;5
250;BERA / VERA DE BIDASOA;1;1;B;610.0;170;440.0;2;438;9
250;BERA / VERA DE BIDASOA;1;1;C;560.0;176;384.0;5;379;4
250;BERA / VERA DE BIDASOA;1;2;U;626.0;186;440.0;3;437;9
250;BERA / VERA DE BIDASOA;2;1;U;658.0;204;454.0;5;449;14
251;VIANA;1;1;A;709.0;162;547.0;4;543;12
251;VIANA;1;1;B;631.0;163;468.0;11;457;14
251;VIANA;1;2;U;945.0;222;723.0;6;717;16
251;VIANA;2;1;U;646.0;189;457.0;6;451;8
252;VIDANGOZ;1;1;U;102.0;38;64.0;0;64;0
253;BIDAURRETA;1;1;U;99.0;37;62.0;0;62;1
254;VILLAFRANCA;1;1;A;635.0;118;517.0;3;514;10
254;VILLAFRANCA;1;1;B;606.0;126;480.0;6;474;8
254;VILLAFRANCA;2;1;A;395.0;84;311.0;5;306;4
254;VILLAFRANCA;2;1;B;504.0;116;388.0;3;385;2
255;VILLAMAYOR DE MONJARDIN;1;1;U;100.0;22;78.0;0;78;8
256;HIRIBERRI/VILLANUEVA DE AEZKOA;1;1;U;145.0;92;53.0;1;52;0
257;VILLATUERTA;1;1;U;662.0;219;443.0;8;435;22
258;VILLAVA / ATARRABIA;1;1;A;584.0;210;374.0;2;372;11
258;VILLAVA / ATARRABIA;1;1;B;600.0;261;339.0;1;338;3
258;VILLAVA / ATARRABIA;2;1;A;679.0;225;454.0;2;452;8
258;VILLAVA / ATARRABIA;2;1;B;611.0;200;411.0;5;406;7
258;VILLAVA / ATARRABIA;2;2;A;897.0;309;588.0;3;585;9
258;VILLAVA / ATARRABIA;2;2;B;998.0;376;622.0;9;613;15
258;VILLAVA / ATARRABIA;2;3;A;702.0;234;468.0;2;466;17
258;VILLAVA / ATARRABIA;2;3;B;659.0;207;452.0;3;449;6
258;VILLAVA / ATARRABIA;2;4;A;705.0;224;481.0;3;478;9
258;VILLAVA / ATARRABIA;2;4;B;638.0;202;436.0;1;435;9
259;IGANTZI;1;1;U;508.0;85;423.0;3;420;11
260;YERRI;1;1;A;539.0;188;351.0;5;346;10
260;YERRI;1;1;B;376.0;155;221.0;0;221;2
260;YERRI;1;1;C;390.0;148;242.0;1;241;6
261;YESA;1;1;U;275.0;41;234.0;3;231;5
262;ZABALZA;1;1;U;136.0;36;100.0;0;100;3
263;ZUBIETA;1;1;U;288.0;114;174.0;7;167;11
264;ZUGARRAMURDI ;1;1;U;214.0;38;176.0;1;175;5
265;ZU헬GA;1;1;U;114.0;22;92.0;0;92;3
899;C.E.R.A.;1;1;U;10.485;9107;1.378;3;1375;10
901;BARA헤IN;1;1;A;664.0;288;376.0;4;372;6
901;BARA헤IN;1;1;B;669.0;281;388.0;1;387;14
901;BARA헤IN;1;2;A;688.0;285;403.0;1;402;4
901;BARA헤IN;1;2;B;594.0;244;350.0;1;349;15
901;BARA헤IN;1;3;A;737.0;312;425.0;2;423;14
901;BARA헤IN;1;3;B;828.0;335;493.0;0;493;17
901;BARA헤IN;1;4;A;894.0;350;544.0;3;541;20
901;BARA헤IN;1;4;B;868.0;341;527.0;0;527;17
901;BARA헤IN;1;5;A;847.0;358;489.0;4;485;10
901;BARA헤IN;1;5;B;826.0;351;475.0;5;470;6
901;BARA헤IN;1;6;A;766.0;353;413.0;1;412;8
901;BARA헤IN;1;6;B;759.0;314;445.0;2;443;9
901;BARA헤IN;1;7;A;860.0;329;531.0;1;530;13
901;BARA헤IN;1;7;B;748.0;284;464.0;3;461;15
901;BARA헤IN;1;8;A;752.0;324;428.0;2;426;16
901;BARA헤IN;1;8;B;697.0;295;402.0;2;400;12
901;BARA헤IN;1;9;U;823.0;371;452.0;2;450;7
901;BARA헤IN;1;10;A;887.0;345;542.0;3;539;18
901;BARA헤IN;1;10;B;856.0;364;492.0;0;492;15
901;BARA헤IN;1;11;A;462.0;211;251.0;1;250;6
901;BARA헤IN;1;11;B;448.0;172;276.0;2;274;6
902;BERRIOPLANO;1;1;A;455.0;121;334.0;1;333;13
902;BERRIOPLANO;1;1;B;487.0;133;354.0;1;353;10
903;BERRIOZAR;1;1;U;506.0;198;308.0;1;307;8
903;BERRIOZAR;1;2;A;670.0;263;407.0;2;405;11
903;BERRIOZAR;1;2;B;512.0;208;304.0;1;303;6
903;BERRIOZAR;1;3;A;535.0;213;322.0;1;321;3
903;BERRIOZAR;1;3;B;615.0;252;363.0;4;359;10
903;BERRIOZAR;1;4;A;840.0;358;482.0;2;480;7
903;BERRIOZAR;1;4;B;755.0;283;472.0;4;468;9
904;IRURTZUN;1;1;A;803.0;262;541.0;8;533;19
904;IRURTZUN;1;1;B;810.0;256;554.0;8;546;16
905;BERIAIN;1;1;A;656.0;216;440.0;6;434;5
905;BERIAIN;1;1;B;643.0;214;429.0;2;427;6
905;BERIAIN;1;2;U;740.0;280;460.0;0;460;15
906;ORCOYEN;1;1;A;568.0;156;412.0;7;405;13
906;ORCOYEN;1;1;B;477.0;139;338.0;7;331;13
907;ZIZUR MAYOR / ZIZUR NAGUSIA;1;1;U;873.0;273;600.0;7;593;9
907;ZIZUR MAYOR / ZIZUR NAGUSIA;1;2;A;477.0;173;304.0;0;304;9
907;ZIZUR MAYOR / ZIZUR NAGUSIA;1;2;B;534.0;197;337.0;5;332;10
907;ZIZUR MAYOR / ZIZUR NAGUSIA;1;3;A;539.0;208;331.0;3;328;8
907;ZIZUR MAYOR / ZIZUR NAGUSIA;1;3;B;607.0;231;376.0;5;371;5
907;ZIZUR MAYOR / ZIZUR NAGUSIA;1;3;C;502.0;206;296.0;0;296;11
907;ZIZUR MAYOR / ZIZUR NAGUSIA;1;4;A;606.0;253;353.0;2;351;3
907;ZIZUR MAYOR / ZIZUR NAGUSIA;1;4;B;642.0;240;402.0;1;401;12
907;ZIZUR MAYOR / ZIZUR NAGUSIA;1;4;C;537.0;200;337.0;1;336;15
907;ZIZUR MAYOR / ZIZUR NAGUSIA;1;5;A;1.018;389;629.0;2;627;29
907;ZIZUR MAYOR / ZIZUR NAGUSIA;1;5;B;1.01;381;629.0;3;626;14
908;LEKUNBERRI;1;1;U;666.0;183;483.0;1;482;7
